"File_Name";"Content";"Category";"Complete_Filename"
"011.txt";"Tesla hit by probe after autonomous car crashes
â€œBiden has picked leadership that is independent minded and safety-conscious,â€ Jamie Court, president of Consumer Watchdog, told Bloomberg.

The Tesla investigation covers an estimated 765,000 vehicles from the 2014 model year onward. It was launched after 11 cars using Autopilot collided with fire trucks, police cars or other vehicles. The crashes resulted in 17 injuries and one death.

The announcement that NHTSA is stepping up the probe, along with a June order requiring car manufacturers to report crashes involving automated driving technology, points to the agency becoming more aggressive on the issue, Bloomberg reported.

â€œTaken together, that order and this particular enforcement action could be the beginnings of a more active safety enforcement agenda for NHTSA,â€ said Paul Hemmersbaugh, former NHTSA general counsel.

Nearly all US automakers are offering some form of advanced driver-assistance systems â€“ technology that helps drivers park, stay in the correct lane or avoid obstacles. However, completely autonomous vehicles still arenâ€™t commercially available.

Read next: Tesla autopilot stays â€“ CEO

Itâ€™s vital that regulators keep up with emerging driver assistance tech, especially as automakers move closer to fully driverless vehicles, according to Jake Fisher, director of auto testing at Consumer Reports.

â€œIn a way that we have not seen in 50 or even 100 years, the control of the vehicle is fundamentally changing, and itâ€™s very serious,â€ Fisher told Bloomberg. â€œThe technology has advanced so quickly, itâ€™s really left regulators scrambling to keep up. Itâ€™s terrific that the regulators are finally realizing how serious this is.â€

Federal lawmakers have also praised the agencyâ€™s decision to open the investigation.

â€œNHTSA is rightly investigating Teslaâ€™s Autopilot after a series of concerning crashes,â€ Sen. Richard Blumenthal (D-Conn.) and Ed Markey (D-Mass.) said in a statement. â€œThis probe must be swift, thorough, and transparent to ensure driver and public safety.â€
The Tesla investigation covers an estimated 765,000 vehicles from the 2014 model year onward.
It was launched after 11 cars using Autopilot collided with fire trucks, police cars or other vehicles.
The announcement that NHTSA is stepping up the probe, along with a June order requiring car manufacturers to report crashes involving automated driving technology, points to the agency becoming more aggressive on the issue, Bloomberg reported.
â€œNHTSA is rightly investigating Teslaâ€™s Autopilot after a series of concerning crashes,â€ Sen. Richard Blumenthal (D-Conn.) and Ed Markey (D-Mass.)
â€œThis probe must be swift, thorough, and transparent to ensure driver and public safety.â€";"Tesla";"011.txt-Tesla"
"012.txt";"Enlarge Image Waymo

The really neat thing is that the vehicle view is not that wildly different from the camera view. It takes the data from cameras, lidar and radar and turns them into something that allows us to recognize individual vehicles and pedestrians. This is a lot different from the vague-looking point clouds that we've seen in the past.

It's still likely that we're a long way off from widely commercially available Level 4 or 5 autonomy. Still, the progress that Waymo has made in recent years to arrive at the point where it can confidently send out test vehicles in San Francisco is pretty staggering. We're looking forward to seeing what comes next from Alphabet's autonomous vehicle firm.
It's been operating a publicly available driverless shuttle service in Arizona for a couple of years, and it expanded its testing programs all over, including to San Francisco.
If you've never driven in San Francisco, it's not a fun place to try and get around in a car.
In short, it's a great place to test the efficacy of a self-driving AI like Waymo Driver.
Enlarge Image WaymoThe really neat thing is that the vehicle view is not that wildly different from the camera view.
Still, the progress that Waymo has made in recent years to arrive at the point where it can confidently send out test vehicles in San Francisco is pretty staggering.";"Tesla";"012.txt-Tesla"
"013.txt";"Waymo seeking passengers for free autonomous ride hailing test rides in San Francisco
SAN FRANCISCO (KGO) -- Starting this week, some passengers will be able to hail and ride in an autonomous vehicle in San Francisco. Waymo has been testing the technology on city streets for 12 years and now is ready for testing with passengers.Here's how you can sign up and what Waymo expects back for the free ride.It's a big step forward for Waymo and for trusting passengers. The new phase of its test program is inviting adults to apply on his mobile app to hail rides for free in its electric Jaguar SUVs.""In exchange for feedback, we want to make sure we get a diverse set of opinions, a diverse set of feedback with people with varying mobility needs and perspectives,"" Waymo's senior product manager Sam Kansara says. ""And so this is the right step for us because it's an important part of being able to make sure we build a product that satisfies the needs of the community where we operate.""While the SUV is operating autonomously, using multiple cameras and laser technologies to guide it, a driver will remain at the wheel to intervene if needed.Waymo has been operating a similar test with passengers for two years outside Phoenix. But San Francisco's sometimes narrow and congested streets will be more challenging. The volume of pedestrians and bicycles will also add complexity.The trusted tester program will be limited to certain neighborhoods, such as the Sunset, the Richmond, Noe Valley and the Castro. It's a big step toward making autonomous vehicle ride sharing a viable commercial service. Hearing from passengers will provide insights into their confidence and its safety.""Tell us about what you're seeing on the screen and how that how that makes you feel or tell us about the drive itself,"" said Kansara. ""Tell us about maybe an interesting thing that happened along the way and your reaction to it.""Waymo isn't saying how long the free rides will last. It's estimated Waymo vehicles have been logging about 100,000 miles per week in San Francisco.A person fell off a scooter during a collision with a Waymo vehicle in San Francisco in June, but was not injured. The vehicle was not in autonomous mode at the time.In time, as testing continues, the backup driver may not be needed, and the trip could be truly navigated autonomously.
SAN FRANCISCO (KGO) -- Starting this week, some passengers will be able to hail and ride in an autonomous vehicle in San Francisco.
The new phase of its test program is inviting adults to apply on his mobile app to hail rides for free in its electric Jaguar SUVs.
It's a big step toward making autonomous vehicle ride sharing a viable commercial service.
""Waymo isn't saying how long the free rides will last.
It's estimated Waymo vehicles have been logging about 100,000 miles per week in San Francisco.A person fell off a scooter during a collision with a Waymo vehicle in San Francisco in June, but was not injured.";"Tesla";"013.txt-Tesla"
"014.txt";"Waymo Is 99% of the way to self-driving cars. The last 1% is the hardest
Joel Johnson laughs nervously from the backseat when his self-driving taxi stops in the middle of a busy road in suburban Phoenix. The car, operated by autonomous vehicle pioneer Waymo, has encountered a row of traffic cones in a construction zone, and wonâ€™t move. â€œGo around, man,â€ Johnson says as he gestures to the drivers honking behind him.

After the vehicle has spent 14 mostly motionless minutes obstructing traffic, a Waymo technician tries to approach â€” but the car unexpectedly rolls forward, away from him. â€œIt definitely seemed like a dangerous situation,â€ Johnson recalls.

Incidents like this one, which Johnson posted to his YouTube channel in May, are embarrassing for Waymo â€” a company thatâ€™s having its own problems moving forward. A unit of Alphabet Inc., Waymo hasnâ€™t expanded its robo-taxi service beyond Phoenix after years of careful testing. The company has floated moves into other areas â€” trucking, logistics, personal vehicles â€” but the businesses are in early stages. And its production process for adding cars to its driverless fleet has been painfully slow.

This spring, Waymo saw a mass exodus of top talent. That included its chief executive officer, chief financial officer, and the heads of trucking product, manufacturing, and automotive partnerships. People familiar with the departures say some executives felt frustrated about the sluggish pace of progress at the enterprise.

Despite years of research and billions of dollars invested, the technology behind self-driving cars still has flaws. Not long ago, a glorious future of autonomous vehicles from Waymo and its many competitors seemed close at hand. Now, â€œwhat people are realizing is that the work ahead is really hard,â€ says Tim Papandreou, a former employee and transit consultant.";"Tesla";"014.txt-Tesla"
"015.txt";"Waymo, by most measures, is still the leader of the worldâ€™s autonomous vehicle effort. Development of its technology began at Google more than a decade ago, and the company hit a historic milestone last year when it started its completely driverless taxi program in Arizona. During the pandemic, many rivals gave up on self-driving (Uber Technologies Inc.) or sold themselves to rivals (Zoox, which was acquired by Amazon.com Inc.). Waymo kept going, raising $5.7 billion from outside investors since last summer, adding to the untold billions Alphabet has already spent.

Waymo points to its remarkable track record vs. those of its rivals. Since last fall, the company says itâ€™s provided â€œtens of thousandsâ€ of rides without a driver present in Arizona. â€œWe consider that to be a huge accomplishment,â€ a Waymo spokesperson said in a statement. â€œIn fact, the absence of any other such fully autonomous commercial offering is a demonstration of how hard it is to achieve this feat.â€

Small disturbances like construction crews, bicyclists, left turns, and pedestrians remain headaches. Each city poses new, unique challenges, and right now, no driverless car from any company can gracefully handle rain, sleet or snow.

But the companyâ€™s remaining competitors have also started to hit milestones. Argo AI, backed by Ford Motor Co. and Volkswagen AG, will start charging for robot rides in Miami and Austin later this year â€” albeit with a human minder behind the wheel. Zoox and Cruise, which is funded by General Motors, Honda, and SoftBank, have begun testing autonomous vehicles on public roads in California. While none of these companies has yet turned a profit on self-driving tech, theyâ€™re all directing billions of dollars toward erasing Waymoâ€™s early lead.

Waymo separated from Googleâ€™s research lab in 2016 to become the latest subsidiary of Alphabet, and went on a hiring spree, recruiting personnel to cut business deals with automakers, draft financial models, lobby state houses, and market its technology. At the time, many Waymonauts â€” as employees call themselves â€” believed the machinery was in place for fully driverless cars to hit public roads imminently.";"Tesla";"015.txt-Tesla"
"016.txt";"In 2017, the year Waymo launched self-driving rides with a backup human driver in Phoenix, one person hired at the company was told its robot fleets would expand to nine cities within 18 months. Staff often discussed having solved â€œ99% of the problemâ€ of driverless cars. â€œWe all assumed it was ready,â€ says another ex-Waymonaut. â€œWeâ€™d just flip a switch and turn it on.â€

But it turns out that last 1% has been a killer. Small disturbances like construction crews, bicyclists, left turns, and pedestrians remain headaches for computer drivers. Each city poses new, unique challenges, and right now, no driverless car from any company can gracefully handle rain, sleet or snow. Until these last few details are worked out, widespread commercialization of fully autonomous vehicles is all but impossible.

â€œWe got to the moon, and itâ€™s like, now what?â€ says Mike Ramsey, a Gartner analyst in Detroit and longtime industry spectator. â€œWe stick a flag in it, grab some rocks, but now what? We canâ€™t do anything with this moon.â€

Some assembly required

At first, it appeared that Waymo would produce cars at a supercharged pace. In 2018, Waymo signed up to turn as many as 20,000 Jaguar SUVs into Waymo autonomous vehicles. Months later, it said it would expand its fleet of Chrysler Pacifica minivans to more than 60,000. Waymo planned to buy the cars and install what it called its â€œDriverâ€ â€” a suite of cameras, sensors, and proprietary computer gear.

â€œThereâ€™s not a lot in assembly,â€ then-CEO John Krafcik, a former auto executive, declared at an event that year.";"Tesla";"016.txt-Tesla"
"017.txt";"In reality, skilled disassembly is required. Engineers must take apart the cars and put them back together by hand. One misplaced wire can leave engineers puzzling for days over where the problem is, according to a person familiar with the operations who describes the system as cumbersome and prone to quality problems. Like others who spoke candidly about the company, the former employee asked not to be identified for fear of retaliation.

Skilled disassembly is required. Waymo engineers must take apart the cars and put them back together by hand. Argo and Cruise plan to build their driverless cars from the ground up.

The painstaking nature of the process has left Waymo without a viable path to mass production, the person says. Waymo has slashed parts orders on the Chrysler minivan project and has had far fewer Jaguars delivered than initially expected, according to people familiar with the automakersâ€™ plans.

The Waymo spokesperson says the company is not supply-constrained in Detroit, and that itâ€™s on track to hit all its internal production targets with Jaguar, but declines to share details. The company also disputes that itâ€™s fallen behind schedule on constructing its Chrysler vehicles, noting that these agreements are â€œfluid and subject to change.â€";"Tesla";"017.txt-Tesla"
"018.txt";"The Waymo spokesperson says the company is not supply-constrained in Detroit, and that itâ€™s on track to hit all its internal production targets with Jaguar, but declines to share details. The company also disputes that itâ€™s fallen behind schedule on constructing its Chrysler vehicles, noting that these agreements are â€œfluid and subject to change.â€

Waymoâ€™s competitors in Detroit already have vast manufacturing capabilities. Argo and Cruise, for example, plan to build their driverless cars from the ground up. Insiders generally believe that Waymo is the leader on technology, but manufacturing capacity could give Detroiters the advantage when it comes to rolling out fleets, according to Ramsey, the Gartner analyst. â€œI donâ€™t know what their current number is,â€ he says of Waymoâ€™s production. â€œBut it hasnâ€™t moved much.â€

In 2019, Waymo rented a warehouse in Detroit to be, as Krafcik said at the time, â€œthe worldâ€™s first dedicated autonomous plant.â€ Michigan officials agreed to give the company an $8 million grant partly in exchange for creating at least 100 jobs in the state. As of last fall, Waymo had hired 22 people to work at the facility, according to state filings. The company says itâ€™s exceeded the 100-person job-creation pledge in the state, and would not comment on the headcount of specific offices.";"Tesla";"018.txt-Tesla"
"019.txt";"Amid Tesla autopilot probe, 47% people say self-driving cars less safe: Survey
While EV giant Tesla is being probed by the US National Highway Traffic Safety and Administration agency (NHTSA) for its autopilot-system-related crashes, there have been concerns about safety of autonomous vehicles. A new survey conducted by Morning Consult in the US last month revealed that 47% adults believe self-driving vehicles are less safe than normal human-driven ones.

Seventeen per cent adults believe that autonomous vehicles are as safe as regular cars, up from 8 per cent who said the same in 2018. While 22 per cent say that self-driving vehicles are more safe than human-driven vehicles, the share of people who believe this has dropped from 27 percent in 2018 who said the same.

However, despite the recent series of setbacks for autonomous vehicles post reports of Tesla crashes, public interest in self-driving cars has increased slightly since 2018. When asked if they would ride in an autonomous vehicle, 23 per cent of adults replied in affirmative, up from 19 per cent in 2018. About 34 per cent said they would not travel in a self-driving car, down from 38 per cent in 2018.

A new survey conducted by Morning Consult in the US last month on safety of autonomous vehicles. (morningconsult.com)

(Also read | Eye on India? Tesla may make 'cheap' $25,000 EV without steering wheel in 2023)

While the Tesla crashes involving autopilot system have gained major attention from safety agencies and regulators, the survey reveals that the news has failed to reach majority of general public. The poll states that only one in ten US citizens had heard â€˜a lotâ€™ about the Tesla autopilot crashes and the investigation opened in its aftermath.

Only 11 per cent of the respondents had heard â€˜a lotâ€™ about the crashes while only 9 per cent had heard â€˜a lotâ€™ out the federal investigation. About 38 per cent had some information about the crashes while only 36% about the probe. Share of people who had heard nothing at all about the crashes was about 28 per cent while 30 per cent had heard nothing about the federal probe relating to Tesla autopilot crashes.
A new survey conducted by Morning Consult in the US last month revealed that 47% adults believe self-driving vehicles are less safe than normal human-driven ones.
Seventeen per cent adults believe that autonomous vehicles are as safe as regular cars, up from 8 per cent who said the same in 2018.
However, despite the recent series of setbacks for autonomous vehicles post reports of Tesla crashes, public interest in self-driving cars has increased slightly since 2018.
About 34 per cent said they would not travel in a self-driving car, down from 38 per cent in 2018.
A new survey conducted by Morning Consult in the US last month on safety of autonomous vehicles.";"Tesla";"019.txt-Tesla"
"020.txt";"Can Tesla and other fully autonomous cars really work in the real world?
Man working on laptop & texting on mobile in self-driving Tesla Model S car on autopilot (Source: ShutterStock)

The new Mercedes-Benz S-Class is a hoot. It features one of the highest levels of automation found on a production Merc yet, and that includes its ability to drop you off at the curb and go looking for a parking spot, all on its own. While the feature, along with several others, hasnâ€™t been homologated for the Indian car market, it does bring into sharp relief the role played by autonomous software in driving the technology of the future.

While the S-Class has been, for the longest time, tasked with bringing the future to present-day cars, in this regard it seems to have been beaten by the likes of Tesla, whose own Autopilot system is capable of helping you navigate off highways, respond to traffic lights, stop signs and be summoned from a parking lot, through a mobile app.

Seems like the future has arrived, except, for some of Teslaâ€™s customers, the brand hasnâ€™t fulfilled its promise of fully autonomous driving. With mounting lawsuits over their claim of full, functional autonomy, Tesla has been forced to reconsider just what sort of real-world self-driving capabilities they can and will continue to offer. At present Tesla charges its customers a large sum, going up to Rs 7.2 lakh for what is mistitled as its â€œFull Self-Drivingâ€ or F.S.D package.

In light of the constant scrutiny that Teslaâ€™s Autopilot seems to be under, particularly from government bodies, CEO Elon Musk appears to be singing a slightly different tune with regards to its feasibility than he was known to in the past. On June 6, Musk tweeted â€œGeneralised self-driving is a hard problem, as it requires solving a large part of real-world AI. Didnâ€™t expect it to be so hard, but the difficulty is obvious in retrospectâ€.

Having realised the hard way that fully autonomous driving capabilities are extremely difficult to achieve, if not a pipe dream altogether, Musk is practising caution with his claims of full self-driving capabilities, admitting that â€œnothing has more degrees of freedom than realityâ€.

So what exactly are the factors that are holding back fully self-driven cars? And should human intervention remain a necessary part and legally mandated aspect of operating what is essentially a metal projectile";"Tesla";"020.txt-Tesla"
"001.txt";"In a patch of Arizona, everyone knows Waymo. But few use it.
Chandler, Arizona, is a city of just over 250,000 thatâ€™s located southeast of Phoenix. Like most of Arizona, it's hot, dry, and lined with cacti and palm trees.

But unlike most of Arizonaâ€”or virtually anywhere else in the worldâ€”Chandler residents share the road with fully driverless robotaxis, courtesy of Waymo. As Stacy, a Chandler resident, told us, â€œWaymos are like rabbits in my neighborhood.â€

Since October 2020, the Alphabet subsidiary has been running its driverless ride-hail service, Waymo One, in a 50-square-mile service area that encompasses parts of Chandler, Tempe, Mesa, and Gilbert. Anyone with a smartphone, credit card, and GPS coordinates in the service area can hail a completely driverless ride of their own.

In December 2018, Waymo opened Waymo One (with safety drivers) to the general public, expanding beyond an early rider program available to pre-approved, NDA-bound Phoenix residents. The companyâ€™s current testing zone, for driverless and safety operator-supervised vehicles, stretches across roughly 100 square miles.

And although residents living in or near the service area may be used to seeing Waymoâ€™s glossy-white, sensor-laden Chrysler Pacificas roving around, the chances theyâ€™ve ridden in one are much, much lower.

Waymo Oneâ€™s service area, geographically speaking, is slightly larger than San Francisco, where Googleâ€™s driverless car program got its startâ€”and the second place where Waymo is scaling up mileage today.

The four Arizona cities where Waymo is operational have a combined population of 1.2+ million. Waymo app downloads are an order of magnitude less than that figure, at ~110,000 (and anyone in the world can download the app, if theyâ€™re so inclined). Waymo says it provides hundreds of rides a week, the majority of which, we presume, are repeat customers.

During a recent trip to Chandler, of the roughly two dozen locals in the service area we spoke with, every person was familiar with Waymo, but none had ridden in one. Almost everyone we spoke with was not aware the company now operates a driverless ride-hail service thatâ€™s open to the public.

â€œIâ€™m actually thoroughly impressedâ€¦.Whatâ€™s sad is that that machine probably drives better than half the people around here,â€ Austin, another local told us. But despite being impressed, heâ€™s never taken a Waymo for a spin.";"Waymo";"001.txt-Waymo"
"002.txt";"A Waymo van from above; Source: Ryan's drone

AVs still face a healthy dose of skepticism and mistrust from the general public: A March 2021 Morning Brew-Harris Poll survey found that just 48% of US adults would be somewhat comfortable in the passenger seat of an AV. And for their part, regular drivers in Phoenix show a tendency to keep the technology at armâ€™s length.

â€œWhat happens if there is a glitchâ€”is there a backup system?â€ Antwoin, an Uber driver who lives in Phoenix, asked us. â€œThatâ€™s what I worry about. What if a satellite goes down and the car just goes crazy?â€

Last October, Waymo published a safety report covering 6.1+ million miles of automated driving in Phoenix (and 65,000 driverless miles) from 2019 to Q3 â€™20. Of the datasetâ€™s 47 â€œcontact eventsâ€â€”thatâ€™s accidents to the rest of usâ€”18 happened IRL. 29 were simulated, with simulation software playing out how Waymo Driver would have acted had a human operator not taken over manual control.

Waymo claims that nearly all contact events involved errors or rule violations by other human drivers or â€œroad users.â€ 16 were rear-end events; 15 were â€œangledâ€; 10 were sideswipes; and three were â€œsingle vehicle eventsâ€ which â€œinvolved the Waymo vehicle being struck by a pedestrian or cyclist while stationary.â€ Finally, there was one simulated head-on collision involving â€œanother vehicle traveling the wrong direction at night.""

But this data doesnâ€™t tell the full story. Local police reports (via the Phoenix New Times) highlight incidents in which Waymo Driver appeared to behave erratically. One cyclist told police a van wouldâ€™ve hit him had he not stopped.

â€œI am very aware of [Waymos] when I'm running on the road or riding my bike,â€ Stacy, the Chandler resident, told us. â€œWhen I was on my bike, I had one creep up on me. I chose to stop and wait for it to pass because it would not go around me as I was moving.â€

While these may be non-falsifiable claims, they still show a suspicion among locals. In our experience, the Waymos we took gave a wide berth to pedestrians in parking lots and cyclists on public roads. See an example here.

In a previous story about Waymo, we met Joel Ricks, a Chandler resident and Waymo One power user. Ricks has notched 160+ rides, during which he regularly tests the robotaxisâ€™ limits and posts his reactions to his YouTube channel.

In May, Ricks posted a video titled: â€œWaymo Self Driving Taxi Fumbles In Construction Zone, Blocks Traffic.â€ His robotaxi glitches alongside traffic cones marking a closed lane. Waymo dispatches a team to extricate the vehicle, but suddenly it starts moving again...giving the impression that itâ€™s evading the techs sent to retrieve it.

Ricks has posted dozens of hours of footage onlineâ€”mostly humdrum driving clips that get fewer than 10,000 views. But the video of a Waymo glitching went viral, racking up nearly 400,000 views and making headlines around the world.";"Waymo";"002.txt-Waymo"
"003.txt";"Residents pointed to other reasons for avoiding Waymo rides too, beyond safety concernsâ€”some expressed worry about automating away human jobs, while others pointed out that most everyone in the area has a car (Phoenixâ€™s average car ownership is two vehicles per household), so thereâ€™s little need for ride-hailing.

â€œIn Chandler, you own your own car,â€ Ricks said. â€œThereâ€™s no other option if you wanna get anywhere consistently and comfortably.â€

Inside and outside Waymo's depot in south Chandler; Source: Ryan Duffy

For its part, Waymo is trying to address some of these concerns via public education campaigns and outreach. Waymo walked away from the term â€œself-drivingâ€ this January in favor of a more precise, multisyllabic â€œfully autonomous driving tech.â€ Just rolls of the tongue, right?

Waymo has also partnered with organizationsâ€”most recently, the Southern Christian Leadership Conferenceâ€”for â€œLetâ€™s Talk Autonomous Drivingâ€ (LTAD).

LTAD is equal parts public outreach campaign and mini-media operation. The website answers many of the questions we found ourselves getting in Arizona, like â€œWhat if it gets hacked?â€

Aldo Vazquez, a spokesman for AAA Arizona, says the company joined LTAD because of the â€œbenefits of automated technology.â€ 94% of all car crashes are due to human error, he noted, citing NHTSA numbers. AAA believes the technology could help decrease the denominator of that figure: total crashes.

The Foundation for Blind Children is another LTAD partner, and it joined because robotaxis could help extend mobility to those who canâ€™t drive due to physical impairment, and donâ€™t have adequate access to other forms of transportation.

Marc Ashton, the foundationâ€™s CEO, told us AVs â€œcould be the last piece of the puzzleâ€ for blind or visually impaired children. â€œOur kids can do almost everything,â€ he said, but mobility â€œis the last thing.â€

Push vs. pull

The AV industry has quickly consolidated. Many of Waymoâ€™s peers have ended up in a similar position: in the hands of a benevolent corporate owner. GM has a majority stake in Cruise; Amazon has all of Zoox; Ford and VW have sizable positions in Argo. Uber and Lyft have finally shaken themselves from their sunk cost fallacies, pawning off their AV divisions in fire sales.";"Waymo";"003.txt-Waymo"
"004.txt";"Alphabet's Waymo to stop selling lidar self-driving car sensors
A Waymo Chrysler Pacifica Hybrid self-driving vehicle is parked and displayed during a demonstration in Chandler, Arizona, November 29, 2018. REUTERS/Caitlin Oâ€™Hara

SAN FRANCISCO, Aug 26 (Reuters) - Alphabet Inc's (GOOGL.O) self-driving unit Waymo said on Thursday that it has ended a two-year effort to sell light detection and ranging (lidar) sensors to other companies.

This is a reversal from its earlier strategy to sell the lidars to non-automotive customers to bring down costs of a key and expensive component of self-driving cars.

""We're winding down our commercial lidar business as we maintain our focus on developing and deploying our Waymo Driver across our Waymo One (ride-hailing) and Waymo Via (delivery) units,"" a Waymo spokesperson said in a statement.

The spokesperson, however, said it will continue to build its lidars in-house.

According to a person familiar with the matter, Waymo is considering both internal technology and external suppliers for its next-generation lidars. read more

The move to stop selling lidars comes after the departure of CEO John Krafcik and some other executives, which had fueled questions about whether Waymo would rethink its strategy after failing to generate significant revenue for over a decade.

In 2019, Waymo said it was going to sell one of its three different in-house lidars to customers in robotics, farming and others, not to rival self-driving car firms.

""We can scale our autonomous technology faster, making each sensor more affordable through economies of scale,"" Simon Verghese, Head of Lidar Team, said at that time.

It was not clear whether Waymo was able to generate enough revenue to offset development and operational costs of its lidar sales business.

Lidars use laser pulses to measure distances and render precise images of the environment around the car. Most self-driving firms, including Waymo, say lidars are key to achieving full autonomy. Tesla CEO Elon Musk said companies that rely on the expensive sensors are ""doomed.""

Waymo in 2018 launched the first commercial self-driving taxis, retrofitting Chrysler's minivan with its own self-driving hardware. But it has not yet expanded and scaled up the technology beyond limited areas in suburban Phoenix, and it has recently launched public testing around dense San Francisco with a Jaguar electric car and a new suite of sensors. read more

In 2011, Waymo began developing its own set of sensors from the ground up, including three types of lidars, including short-range lidars dubbed Laser Bear Honeycomb.

But Tim Willis, general manager of the company's Laser Bear lidars, left the company in February and joined lidar company Aeva, according to his LinkedIn profile.";"Waymo";"004.txt-Waymo"
"005.txt";"Waymo's self-driving Jaguar I-Pace electric cars are ready for passengers
Waymo is ready to offer rides to the public in self-driving Jaguar I-Pace electric cars, the company announced Tuesday in a blog post.

The vehicles will operate in San Francisco as part of what Waymo calls its Trusted Tester program. Riders will be able to hail an I-Pace using the Waymo One app and will be asked share feedback about the experience, the company said. Waymo also confirmed that an ""autonomous specialist"" will be onboard for each ride.

Waymo has been testing vehicles on public roads in the San Francisco Bay Area for 12 years, and began offering rides to employees in the area earlier this year, but this is the first time the general public will be able to ride Waymo self-driving cars in the city.

Waymo Jaguar I-Pace

So while San Francisco was one of Waymo's original testing grounds, it's a bit behind the Phoenix metropolitan area in commercialization of autonomous ride-hailing. Waymo began offering rides to Phoenix residents in 2017.

Waymo started with Chrysler Pacifica Hybrid minivans, but the I-Pace joined the fleet in 2018. It marks the return of all-electric vehicles to the fleet following the retirement of Waymo's custom-designed EVs, which were eliminated to make way for the Pacificas.

Recent studies indicate Americans don't have a lot of confidence in self-driving cars, and don't care much about the branding of autonomous vehicles, but that hasn't stopped Waymo and other companies from trying to commercialize the technology.

Waymo Jaguar I-Pace

General Motors-owned Cruise has said it plans to start accepting passengers soon. The startup-turned-GM division has used Chevrolet Bolt EV hatchbacks for testing, but plans to field a purpose-built EV called the Origin, which will use GM's Ultium modular battery system and will be built at the automaker's Factory Zero in Detroit.

Tesla CEO Elon Musk has stoked the company's stock price by saying that the value of the company's vehicles will increase in the futureâ€”by activating them as fleets of self-driving robo-taxis. However, it's unclear if Tesla will be able to deliver on this promise.
Waymo is ready to offer rides to the public in self-driving Jaguar I-Pace electric cars, the company announced Tuesday in a blog post.
The vehicles will operate in San Francisco as part of what Waymo calls its Trusted Tester program.
Riders will be able to hail an I-Pace using the Waymo One app and will be asked share feedback about the experience, the company said.
Waymo Jaguar I-PaceSo while San Francisco was one of Waymo's original testing grounds, it's a bit behind the Phoenix metropolitan area in commercialization of autonomous ride-hailing.
Waymo Jaguar I-PaceGeneral Motors-owned Cruise has said it plans to start accepting passengers soon.";"Waymo";"005.txt-Waymo"
"006.txt";"Waymo will stop selling its self-driving LiDAR sensors to other companies
Just months after a CEO shakeup, Waymo is officially halting sales of its custom sensors to third parties. The move sees the Alphabet-owned self-driving company unwinding a business operation just two years into its lifespan. Waymo confirmed the decision to Reuters, adding that it's now focusing on deploying its Waymo Driver tech across its Waymo One ride-hailing and Waymo Via trucking divisions.

The decision comes in the wake of long-term CEO John Krafcik's departure, who was replaced at the helm by Waymo execs Tekedra Mawakana and Dmitri Dolgov. Some suggested that Krafcik's deliberate approach was hindering the company's push toward commercialization. Earlier this month, Waymo hit a milestone of 20 billion miles driven in simulations, with 20 million on public roads. Just days ago, it brought its robotaxis to vetted riders in San Francisco.

Waymo began selling LiDARs â€” the tech that measures distance with pulses of laser light â€” to companies barring its autonomous vehicle rivals in 2019. It initially planned to sell its short-range sensor (known as Laser Bear Honeycomb) to businesses in the robotics, security and agricultural technology sectors. A form on its website also lists drones, mapping and entertainment as applicable industries.

Waymo's fifth-generation Driver technology uses an array of sensors â€” including radar, lidar, and cameras â€” to help its cars ""see"" 360 degrees during the day and night, and even in tough weather conditions such as rain or fog. While its simulated and real world driving tests have helped it to amass a massive dataset that is crunched using machine learning-based software. According to anonymous sources cited by Reuters, Waymo intends to use in-house tech and external suppliers for its next-gen LiDARs.
Just months after a CEO shakeup, Waymo is officially halting sales of its custom sensors to third parties.
Waymo confirmed the decision to Reuters, adding that it's now focusing on deploying its Waymo Driver tech across its Waymo One ride-hailing and Waymo Via trucking divisions.
Earlier this month, Waymo hit a milestone of 20 billion miles driven in simulations, with 20 million on public roads.
Waymo began selling LiDARs â€” the tech that measures distance with pulses of laser light â€” to companies barring its autonomous vehicle rivals in 2019.
According to anonymous sources cited by Reuters, Waymo intends to use in-house tech and external suppliers for its next-gen LiDARs";"Waymo";"006.txt-Waymo"
